id_subsistema;nom_subsistema;din_instante;val_cargaenergiamwmed
N;NORTE;2000-01-01;2243.5125
NE;NORDESTE;2000-01-01;4646.37083333
S;SUL;2000-01-01;4800.65
SE;SUDESTE;2000-01-01;19045.99583333
N;NORTE;2000-01-02;2259.80833333
NE;NORDESTE;2000-01-02;4895.72083333
S;SUL;2000-01-02;4899.8
SE;SUDESTE;2000-01-02;19398.025
N;NORTE;2000-01-03;2407.42916667
NE;NORDESTE;2000-01-03;5736.00833333
S;SUL;2000-01-03;6261.55416667
SE;SUDESTE;2000-01-03;23061.74583333
N;NORTE;2000-01-04;2404.21666667
NE;NORDESTE;2000-01-04;5783.77083333
S;SUL;2000-01-04;6733.74166667
SE;SUDESTE;2000-01-04;24228.24166667
N;NORTE;2000-01-05;2439.65
NE;NORDESTE;2000-01-05;5753.12083333
S;SUL;2000-01-05;6961.17083333
SE;SUDESTE;2000-01-05;24807.9375
N;NORTE;2000-01-06;2426.68333333
NE;NORDESTE;2000-01-06;5802.94166667
S;SUL;2000-01-06;7110.3625
SE;SUDESTE;2000-01-06;25334.64583333
N;NORTE;2000-01-07;2430.90833333
NE;NORDESTE;2000-01-07;5658.54166667
S;SUL;2000-01-07;7105.35416667
SE;SUDESTE;2000-01-07;25410.19166667
N;NORTE;2000-01-08;2286.35
NE;NORDESTE;2000-01-08;5394.375
S;SUL;2000-01-08;6307.4875
SE;SUDESTE;2000-01-08;22866.175
N;NORTE;2000-01-09;2242.66666667
NE;NORDESTE;2000-01-09;4931.13333333
S;SUL;2000-01-09;5523.62083333
SE;SUDESTE;2000-01-09;20849.1875
N;NORTE;2000-01-10;2417.59583333
NE;NORDESTE;2000-01-10;5643.17083333
S;SUL;2000-01-10;7111.32083333
SE;SUDESTE;2000-01-10;25441.55416667
N;NORTE;2000-01-11;2416.76666667
NE;NORDESTE;2000-01-11;5724.17916667
S;SUL;2000-01-11;7435.05833333
SE;SUDESTE;2000-01-11;26375.7875
N;NORTE;2000-01-12;2418.35833333
NE;NORDESTE;2000-01-12;5813.52916667
S;SUL;2000-01-12;7425.49166667
SE;SUDESTE;2000-01-12;26604.4
N;NORTE;2000-01-13;2428.52083333
NE;NORDESTE;2000-01-13;5888.7625
S;SUL;2000-01-13;7505.575
SE;SUDESTE;2000-01-13;26731.56666667
N;NORTE;2000-01-14;2440.20416667
NE;NORDESTE;2000-01-14;5929.91666667
S;SUL;2000-01-14;7532.275
SE;SUDESTE;2000-01-14;27027.00833333
N;NORTE;2000-01-15;2352.90833333
NE;NORDESTE;2000-01-15;5504.18333333
S;SUL;2000-01-15;6435.9125
SE;SUDESTE;2000-01-15;24565.8
N;NORTE;2000-01-16;2263.8375
NE;NORDESTE;2000-01-16;5123.45
S;SUL;2000-01-16;5621.175
SE;SUDESTE;2000-01-16;21929.79583333
N;NORTE;2000-01-17;2433.975
NE;NORDESTE;2000-01-17;5883.1375
S;SUL;2000-01-17;7234.96666667
SE;SUDESTE;2000-01-17;26523.67083333
N;NORTE;2000-01-18;2479.86666667
NE;NORDESTE;2000-01-18;6048.15
S;SUL;2000-01-18;7517.37291667
SE;SUDESTE;2000-01-18;27212.5625
N;NORTE;2000-01-19;2439.2375
NE;NORDESTE;2000-01-19;6028.56666667
S;SUL;2000-01-19;7391.79583333
SE;SUDESTE;2000-01-19;27165.69583333
N;NORTE;2000-01-20;2494.57916667
NE;NORDESTE;2000-01-20;6063.45
S;SUL;2000-01-20;7365.1125
SE;SUDESTE;2000-01-20;25289.2625
N;NORTE;2000-01-21;2459.77083333
NE;NORDESTE;2000-01-21;5949.44166667
S;SUL;2000-01-21;7386.47916667
SE;SUDESTE;2000-01-21;25977.04166667
N;NORTE;2000-01-22;2393.10833333
NE;NORDESTE;2000-01-22;5586.16666667
S;SUL;2000-01-22;6688.71666667
SE;SUDESTE;2000-01-22;23572.44166667
N;NORTE;2000-01-23;2264.09166667
NE;NORDESTE;2000-01-23;5102.51666667
S;SUL;2000-01-23;5616.00416667
SE;SUDESTE;2000-01-23;21363.22083333
N;NORTE;2000-01-24;2434.8
NE;NORDESTE;2000-01-24;5804.14166667
S;SUL;2000-01-24;7137.69583333
SE;SUDESTE;2000-01-24;25673.2375
N;NORTE;2000-01-25;2448.10416667
NE;NORDESTE;2000-01-25;5964.80833333
S;SUL;2000-01-25;7416.225
SE;SUDESTE;2000-01-25;25874.23333333
N;NORTE;2000-01-26;2463.06666667
NE;NORDESTE;2000-01-26;5995.96666667
S;SUL;2000-01-26;7229.73333333
SE;SUDESTE;2000-01-26;26728.6125
N;NORTE;2000-01-27;2484.58333333
NE;NORDESTE;2000-01-27;6066.925
S;SUL;2000-01-27;7112.175
SE;SUDESTE;2000-01-27;25540.09166667
N;NORTE;2000-01-28;2493.06666667
NE;NORDESTE;2000-01-28;6029.79583333
S;SUL;2000-01-28;7059.62916667
SE;SUDESTE;2000-01-28;25015.54166667
N;NORTE;2000-01-29;2402.2625
NE;NORDESTE;2000-01-29;5651.62083333
S;SUL;2000-01-29;6214.3125
SE;SUDESTE;2000-01-29;22674.6625
N;NORTE;2000-01-30;2283.10416667
NE;NORDESTE;2000-01-30;5258.6875
S;SUL;2000-01-30;5442.13333333
SE;SUDESTE;2000-01-30;20515.0875
N;NORTE;2000-01-31;2473.93333333
NE;NORDESTE;2000-01-31;5984.23333333
S;SUL;2000-01-31;6939.6875
SE;SUDESTE;2000-01-31;25555.35
N;NORTE;2000-02-01;2466.4
NE;NORDESTE;2000-02-01;6221.8
S;SUL;2000-02-01;7101.74166667
SE;SUDESTE;2000-02-01;26134.625
N;NORTE;2000-02-02;2474.0125
NE;NORDESTE;2000-02-02;6279.74166667
S;SUL;2000-02-02;7031.08333333
SE;SUDESTE;2000-02-02;26217.28333333
N;NORTE;2000-02-03;2489.07916667
NE;NORDESTE;2000-02-03;6279.625
S;SUL;2000-02-03;7394.05
SE;SUDESTE;2000-02-03;26423.97916667
N;NORTE;2000-02-04;2495.175
NE;NORDESTE;2000-02-04;6181.77916667
S;SUL;2000-02-04;7227.8375
SE;SUDESTE;2000-02-04;26983.54166667
N;NORTE;2000-02-05;2396.475
NE;NORDESTE;2000-02-05;5719.7875
S;SUL;2000-02-05;6193.5
SE;SUDESTE;2000-02-05;24358.11666667
N;NORTE;2000-02-06;2297.23333333
NE;NORDESTE;2000-02-06;5320.59583333
S;SUL;2000-02-06;5421.05416667
SE;SUDESTE;2000-02-06;21316.43333333
N;NORTE;2000-02-07;2430.35416667
NE;NORDESTE;2000-02-07;5997.15
S;SUL;2000-02-07;7014.42083333
SE;SUDESTE;2000-02-07;25526.54583333
N;NORTE;2000-02-08;2439.2125
NE;NORDESTE;2000-02-08;6087.31666667
S;SUL;2000-02-08;7292.05
SE;SUDESTE;2000-02-08;26241.80416667
N;NORTE;2000-02-09;2437.78333333
NE;NORDESTE;2000-02-09;6108.20416667
S;SUL;2000-02-09;7389.07083333
SE;SUDESTE;2000-02-09;26460.02083333
N;NORTE;2000-02-10;2406.67916667
NE;NORDESTE;2000-02-10;6059.80416667
S;SUL;2000-02-10;7461.0
SE;SUDESTE;2000-02-10;26778.06666667
N;NORTE;2000-02-11;2433.9
NE;NORDESTE;2000-02-11;5991.82083333
S;SUL;2000-02-11;7537.10416667
SE;SUDESTE;2000-02-11;26994.5625
N;NORTE;2000-02-12;2322.17083333
NE;NORDESTE;2000-02-12;5600.57916667
S;SUL;2000-02-12;6704.83333333
SE;SUDESTE;2000-02-12;24474.28333333
N;NORTE;2000-02-13;2237.5375
NE;NORDESTE;2000-02-13;5096.725
S;SUL;2000-02-13;5621.87083333
SE;SUDESTE;2000-02-13;21933.0375
N;NORTE;2000-02-14;2391.82916667
NE;NORDESTE;2000-02-14;5634.05416667
S;SUL;2000-02-14;7096.34166667
SE;SUDESTE;2000-02-14;26413.97916667
N;NORTE;2000-02-15;2388.3625
NE;NORDESTE;2000-02-15;5781.93333333
S;SUL;2000-02-15;7205.73333333
SE;SUDESTE;2000-02-15;27523.96666667
N;NORTE;2000-02-16;2423.45
NE;NORDESTE;2000-02-16;5801.84583333
S;SUL;2000-02-16;7057.275
SE;SUDESTE;2000-02-16;27404.225
N;NORTE;2000-02-17;2444.9
NE;NORDESTE;2000-02-17;5841.05833333
S;SUL;2000-02-17;6999.0375
SE;SUDESTE;2000-02-17;26313.35833333
N;NORTE;2000-02-18;2414.95833333
NE;NORDESTE;2000-02-18;5837.41666667
S;SUL;2000-02-18;6977.51666667
SE;SUDESTE;2000-02-18;25385.21666667
N;NORTE;2000-02-19;2378.375
NE;NORDESTE;2000-02-19;5438.39166667
S;SUL;2000-02-19;6249.7
SE;SUDESTE;2000-02-19;23121.12916667
N;NORTE;2000-02-20;2274.7125
NE;NORDESTE;2000-02-20;5014.7625
S;SUL;2000-02-20;5356.96666667
SE;SUDESTE;2000-02-20;20677.775
N;NORTE;2000-02-21;2475.0375
NE;NORDESTE;2000-02-21;5675.65833333
S;SUL;2000-02-21;6987.70833333
SE;SUDESTE;2000-02-21;25306.75416667
N;NORTE;2000-02-22;2422.55833333
NE;NORDESTE;2000-02-22;5774.00833333
S;SUL;2000-02-22;7280.1625
SE;SUDESTE;2000-02-22;26409.38333333
N;NORTE;2000-02-23;2439.7875
NE;NORDESTE;2000-02-23;5760.19166667
S;SUL;2000-02-23;7296.4625
SE;SUDESTE;2000-02-23;27100.26666667
N;NORTE;2000-02-24;2445.15833333
NE;NORDESTE;2000-02-24;5768.925
S;SUL;2000-02-24;7454.975
SE;SUDESTE;2000-02-24;27439.92916667
N;NORTE;2000-02-25;2467.29166667
